CustomerID,Gender,Age,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,AverageMonthlyBalance,ProductsPerCustomer,SalaryToBalanceRatio,Exited
10000918,Female,64,Germany,1,170863.44,1,0,1,47324.96,85431.72,0.5,0.28,1
10000919,Female,27,Spain,5,93860.28,1,0,1,62047.57,15643.38,0.17,0.66,1
10000920,Female,47,Germany,5,200018.36,1,1,0,126500.45,33336.39,0.17,0.63,1
10000921,Male,42,France,2,221145.82,3,1,1,89748.33,73715.27,1.0,0.41,0
10000922,Male,56,Germany,5,31305.14,3,1,1,131792.29,5217.52,0.5,4.21,0
10000923,Male,37,Spain,9,50138.24,3,0,1,47694.59,5013.82,0.3,0.95,0
10000924,Male,22,France,9,54056.75,1,1,1,99011.2,5405.68,0.1,1.83,1
10000925,Male,18,Germany,4,172802.95,4,1,0,30892.83,34560.59,0.8,0.18,0
10000926,Male,47,Germany,1,150759.89,2,1,0,103597.93,75379.95,1.0,0.69,0
10000927,Male,66,Germany,8,154747.89,3,1,0,119129.42,17194.21,0.33,0.77,1
10000928,Female,20,Spain,7,235193.32,4,1,0,96041.02,29399.16,0.5,0.41,0
10000929,Female,62,Spain,2,193977.88,2,0,0,54610.1,64659.29,0.67,0.28,1
10000930,Male,31,Germany,7,31984.23,2,0,0,24074.55,3998.03,0.25,0.75,1
10000931,Male,47,France,8,86876.77,2,0,1,35528.35,9652.97,0.22,0.41,0
10000932,Female,67,France,2,108848.41,4,0,0,100899.39,36282.8,1.33,0.93,0
10000933,Male,21,Spain,2,98990.4,4,1,1,141474.63,32996.8,1.33,1.43,0
10000934,Male,35,France,1,167327.15,1,0,1,46849.47,83663.58,0.5,0.28,1
10000935,Female,54,Spain,7,222973.28,4,1,1,115553.4,27871.66,0.5,0.52,0
10000936,Male,42,Germany,9,76512.87,4,0,0,132638.64,7651.29,0.4,1.73,0
10000937,Female,65,Spain,0,137969.28,4,0,1,87714.68,137969.28,4.0,0.64,1
10000938,Male,18,Spain,7,197352.36,2,0,0,107004.55,24669.04,0.25,0.54,0
10000939,Female,63,Germany,6,104054.51,3,1,1,125951.99,14864.93,0.43,1.21,1
10000940,Female,32,France,6,42029.53,1,1,1,53887.77,6004.22,0.14,1.28,1
10000941,Female,26,Spain,2,118737.74,3,0,0,58596.44,39579.25,1.0,0.49,1
10000942,Male,32,Spain,0,13805.63,3,1,1,20081.58,13805.63,3.0,1.45,0
10000943,Female,66,Germany,3,235595.86,4,0,1,145202.24,58898.96,1.0,0.62,1
10000944,Male,41,France,8,18705.3,1,0,1,139280.84,2078.37,0.11,7.45,0
10000945,Male,21,Spain,4,109614.18,3,0,1,119393.87,21922.84,0.6,1.09,0
10000946,Male,29,Germany,0,132470.32,3,1,0,30279.88,132470.32,3.0,0.23,0
10000947,Male,54,Spain,4,246325.96,1,0,1,78175.38,49265.19,0.2,0.32,1
10000948,Female,54,Germany,7,41505.46,4,0,1,33245.93,5188.18,0.5,0.8,1
10000949,Female,60,France,7,28607.88,3,0,0,22069.63,3575.98,0.38,0.77,1
10000950,Male,23,France,4,2176.54,2,1,1,100103.79,435.31,0.4,45.97,0
10000951,Male,56,France,8,38892.86,3,0,1,144907.82,4321.43,0.33,3.73,1
10000952,Female,63,France,0,51818.24,2,1,1,137372.84,51818.24,2.0,2.65,0
10000953,Male,41,Spain,3,157645.24,4,0,1,110578.13,39411.31,1.0,0.7,0
10000954,Female,28,Spain,2,54926.7,3,1,0,32563.28,18308.9,1.0,0.59,0
10000955,Male,30,France,1,5130.2,1,0,1,55641.32,2565.1,0.5,10.84,0
10000956,Male,51,France,7,206654.59,1,0,0,61607.37,25831.82,0.12,0.3,0
10000957,Female,42,France,6,91398.93,3,1,1,119209.51,13056.99,0.43,1.3,1
10000958,Male,24,Spain,8,88424.17,4,1,1,124292.39,9824.91,0.44,1.41,0
10000959,Female,69,France,1,75619.76,4,0,1,70063.8,37809.88,2.0,0.93,1
10000960,Male,21,France,3,243843.32,1,1,0,74324.92,60960.83,0.25,0.3,1
10000961,Male,25,France,5,42528.85,3,0,1,25786.18,7088.14,0.5,0.61,0
10000962,Male,37,Germany,2,224559.52,4,0,1,57587.77,74853.17,1.33,0.26,0
10000963,Female,46,France,7,194200.83,1,0,0,78667.07,24275.1,0.12,0.41,1
10000964,Male,68,Germany,2,19119.99,2,1,0,35207.8,6373.33,0.67,1.84,0
10000965,Male,62,Germany,1,246682.28,3,0,0,78924.77,123341.14,1.5,0.32,0
10000966,Male,63,France,2,67841.49,2,1,0,130912.86,22613.83,0.67,1.93,1
10000967,Male,27,Germany,5,24645.73,2,0,1,95571.73,4107.62,0.33,3.88,1
10000968,Female,60,France,1,207328.56,4,1,1,30260.88,103664.28,2.0,0.15,0
10000969,Female,51,Spain,7,176668.88,4,1,1,44917.27,22083.61,0.5,0.25,0
10000970,Male,43,Spain,0,154304.7,4,0,1,81690.77,154304.7,4.0,0.53,0
10000971,Female,58,Spain,6,38995.22,3,1,0,66993.33,5570.75,0.43,1.72,0
10000972,Male,66,Spain,1,119624.03,2,0,1,66634.51,59812.02,1.0,0.56,0
10000973,Male,20,Germany,9,195139.01,3,0,1,88804.77,19513.9,0.3,0.46,0
10000974,Male,23,France,5,75905.98,4,0,1,95971.47,12651.0,0.67,1.26,0
10000975,Female,22,France,1,77922.46,2,0,1,123592.0,38961.23,1.0,1.59,0
10000976,Female,22,France,1,785.23,3,0,0,64325.65,392.62,1.5,81.82,0
10000977,Female,64,Spain,9,43560.85,3,1,1,124710.62,4356.08,0.3,2.86,0
10000978,Female,40,Spain,7,218851.41,1,0,1,64019.46,27356.43,0.12,0.29,0
10000979,Female,66,France,1,110436.62,3,1,1,27206.29,55218.31,1.5,0.25,0
10000980,Female,26,Spain,6,246058.62,4,1,0,92044.39,35151.23,0.57,0.37,0
10000981,Female,52,France,2,98926.99,3,0,0,96427.3,32975.66,1.0,0.97,0
10000982,Female,37,France,7,178796.61,2,1,1,141490.23,22349.58,0.25,0.79,0
10000983,Female,66,France,6,70479.76,3,0,1,114387.97,10068.54,0.43,1.62,0
10000984,Male,59,France,7,90952.41,1,1,1,139310.44,11369.05,0.12,1.53,1
10000985,Female,52,France,6,47681.5,2,1,0,138085.14,6811.64,0.29,2.9,1
10000986,Female,67,France,5,86765.59,2,1,1,98594.63,14460.93,0.33,1.14,0
10000987,Female,35,France,6,136809.38,1,0,1,88609.07,19544.2,0.14,0.65,0
10000988,Female,34,Spain,4,247943.22,4,1,1,92467.33,49588.64,0.8,0.37,0
10000989,Female,41,France,6,166050.43,2,0,0,147183.0,23721.49,0.29,0.89,1
10000990,Female,20,France,0,49811.49,4,1,1,120511.8,49811.49,4.0,2.42,0
10000991,Female,49,Spain,0,11240.36,2,1,1,33814.57,11240.36,2.0,3.01,0
10000992,Female,52,Spain,8,31589.12,2,1,0,121195.69,3509.9,0.22,3.84,1
10000993,Female,55,Spain,4,140638.8,4,1,0,42169.95,28127.76,0.8,0.3,1
10000994,Female,30,France,4,191290.08,2,0,1,78155.57,38258.02,0.4,0.41,0
10000995,Female,64,Germany,2,235104.8,4,0,0,47359.76,78368.27,1.33,0.2,1
10000996,Male,42,Germany,4,3955.79,1,1,1,109645.8,791.16,0.2,27.71,1
10000997,Male,26,Spain,2,130690.04,4,1,0,134050.27,43563.35,1.33,1.03,1
10000998,Female,21,Germany,8,117716.84,1,0,0,57747.05,13079.65,0.11,0.49,0
10000999,Female,31,Spain,8,164013.76,2,0,1,30661.4,18223.75,0.22,0.19,0
10001000,Male,54,France,5,139894.71,4,0,1,58804.1,23315.78,0.67,0.42,0
